DCC0187,"['D06AA02', 'J01AA03', 'D06AA03', 'G01AA07', 'J01AA06', 'S01AA04', 'A01AB13', 'D06AA04', 'J01AA07', 'S01AA09', 'S02AA08', 'S03AA02', 'A01AB21', 'S01AA02', 'J01AA09']"
DCC0188,['J01DH02']
DCC0189,['L01XX19']
DCC0191,['L01CB01']
DCC0192,['N03AF02']
DCC0193,"['A07AA05', 'J01XB02', 'S01AA18', 'S02AA11', 'S03AA03']"
DCC0194,"['G03CA01', 'G03CA03', 'L02AA02', 'L02AA03']"
DCC0252,['G03CA01']
DCC1823,['G03CA03']
DCC0195,"['D06BB03', 'J05AB01', 'S01AD03', 'J05AB11']"
DCC0196,"['G02CC02', 'M01AE02', 'M02AA12']"
DCC0197,['C09AA04']
DCC0198,['C09CA06']
DCC0199,"['D06AX07', 'J01GB03', 'S01AA11', 'S02AA14', 'S03AA06']"
DCC0200,"['J01XB01', 'A07AA10']"
DCC0201,['C03BA11']
DCC0202,['S01FA06']
DCC0203,['J05AB04']
DCC0204,"['N01AH01', 'N02AB03']"
DCC0206,['N01AX10']
DCC0209,"['N05BA01', 'N05BA17']"
DCC0210,"['R06AB01', 'R06AB06']"
DCC0211,"['A07DA03', 'A07DA05']"
DCC0212,['J04BA01']
DCC0213,['N05AB03']
DCC0214,['R01BA02']
DCC0215,['L01AX03']
DCC0216,"['A07EA01', 'C05AA04', 'D07AA01', 'D07AA03', 'D07AC14', 'D07XA02', 'D10AA02', 'H02AB04', 'H02AB06', 'R01AD02', 'S01BA04', 'S01CB02', 'S02BA03', 'S03BA02', 'H02AB07']"
DCC1454,"['D07AA01', 'D07AC14', 'D10AA02', 'H02AB04']"
DCC0217,"['A02BA02', 'A02BA07']"
DCC0338,"['A02BA07', 'A02BX05', 'A02BX12']"
DCC0218,"['D11AH01', 'L04AD02']"
DCC0219,['S01EC03']
DCC0220,['S01BA14']
DCC0221,['R05CA03']
DCC0222,['C09CA02']
DCC0223,['L04AA10']
DCC0224,"['A01AB03', 'B05CA02', 'D08AC02', 'D09AA12', 'R02AA05', 'S01AX09', 'S02AA09', 'S03AA04', 'D08AE02']"
DCC0225,['J05AF09']
DCC0226,['C09AA06']
DCC0227,"['C01DA08', 'D03AX08']"
DCC0228,['J05AF02']
DCC0229,['R06AD04']
DCC0230,['S01EE03']
DCC0231,['N03AG06']
DCC0232,['C01BA01']
DCC0233,['A10BX02']
DCC0234,['N04BB01']
DCC0235,"['A01AB17', 'D06BX01', 'G01AF01', 'J01XD01', 'P01AB01']"
DCC0236,"['N02AE01', 'N07BC01']"
DCC0237,['A02BA03']
DCC0238,['A02BB01']
DCC0239,['R03AC12']
DCC0240,"['A01AD05', 'B01AC06', 'N02BA01']"
DCC0241,['R06AX26']
DCC0242,['J04AC01']
DCC0243,['R05DA03']
DCC0244,['G03AA11']
DCC0245,['L01XA02']
DCC0246,['N01BB03']
DCC0247,['C09CA07']
DCC0249,"['C02AB01', 'C02AB02']"
DCC0250,['C10AX09']
DCC0251,"['B01AC07', 'C01DX20']"
DCC0253,"['J01MA07', 'S01AE04']"
DCC0254,['S01FA04']
DCC0255,['R03AC13']
DCC1559,['R03AC13']
DCC0256,['L01BC01']
DCC0257,"['A01AB08', 'A07AA01', 'B05CA09', 'D06AX04', 'J01GB05', 'R02AB01', 'S01AA03', 'S02AA07', 'S03AA01', 'D09AA01', 'S01AA07']"
DCC0258,['N03AX12']
DCC0259,['L01DB01']
DCC0260,['C03AA03']
DCC0261,"['R03CC02', 'R03AC02']"
DCC0262,"['J05AB06', 'J05AB14', 'S01AD09']"
DCC0263,['L01XX05']
DCC0264,['L02BG04']
DCC0265,"['M01AE03', 'M01AE17', 'M02AA10']"
DCC0266,['J01EC01']
DCC0267,['A10BB01']
DCC0268,"['A01AB23', 'J01AA08']"
DCC0269,['C08CA02']
DCC0270,['C09CA04']
DCC0271,['L01XX17']
DCC0272,['M04AB01']
DCC0273,['L01BB02']
DCC0275,['C01BA02']
DCC1370,"['C01BA02', 'C05AD05', 'D04AB03', 'J01CE09', 'N01BA02', 'N01BA04', 'S01HA02', 'S01HA05']"
DCC0276,['C10AB05']
DCC0277,['L04AX02']
DCC0278,['L01AA03']
DCC0279,"['J01MA16', 'S01AE06']"
DCC0280,['J04AB02']
DCC0281,['J05AF06']
DCC0282,"['C01EB16', 'G02CC01', 'M01AE01', 'M01AE14', 'M02AA13']"
DCC0283,['C08CA08']
DCC0284,['P02BA01']
DCC0285,['J01CA04']
DCC0286,['A10BB07']
DCC0287,"['D04AA10', 'R06AD02', 'R06AD05']"
DCC0288,['L01BB05']
DCC0289,"['D04AA32', 'D04AA33', 'R06AA02']"
DCC0290,['C10AA05']
DCC0291,['A07DA01']
DCC0292,"['A07AA04', 'J01GA01', 'S01AA15']"
DCC0293,['B01AC11']
DCC0294,['C10AA07']
DCC0295,['L01BC06']
DCC0296,"['B01AB01', 'C05BA01', 'C05BA03', 'S01XA09', 'S01XA14', 'B01AB05']"
DCC1542,"['B01AB01', 'B01AB05']"
DCC0297,"['A01AB09', 'A07AC01', 'D01AC02', 'G01AF04', 'J02AB01', 'S02AA13']"
DCC0298,"['R06AB02', 'R06AB04']"
DCC0299,['P01AX06']
DCC0300,"['C02DA01', 'V03AH01']"
DCC0301,['A02BC04']
DCC0302,['P01BB01']
DCC0303,['A10BG03']
DCC0304,"['J01MA12', 'S01AE05']"
DCC0305,['J01MA15']
DCC0306,['N06AX12']
DCC0307,['P01AX07']
DCC0308,['L01XX27']
DCC0309,"['A07AA08', 'J01GB04', 'S01AA24']"
DCC0310,"['M03BC01', 'N04AB02']"
DCC0311,['L01AA06']
DCC0312,['V03AB15']
DCC0313,"['D10AF01', 'G01AA10', 'J01FF01']"
DCC0314,['S01EC04']
DCC0315,['C09AA01']
DCC0316,['N03AX14']
DCC0317,['C07AA12']
DCC0318,['J01FA09']
DCC0319,['J01DD04']
DCC0320,"['N01AX03', 'N01AX14']"
DCC0321,"['A07EA06', 'D07AC09', 'R01AD05', 'R03BA02']"
DCC0323,['L01CD01']
DCC0324,['J05AE01']
DCC0325,"['A01AC02', 'C05AA09', 'D07AB19', 'D07XB05', 'D10AA03', 'H02AB02', 'R01AD03', 'S01BA01', 'S01CB01', 'S02BA06', 'S03BA01']"
DCC0326,"['N04BA01', 'N04BA04']"
DCC0327,['N01AB08']
DCC0328,['C10AB04']
DCC0329,['L01CD02']
DCC0330,['L01XE06']
DCC0331,['C09XA02']
DCC0332,['L01XE07']
DCC0333,['A10BH01']
DCC0335,['J02AC04']
DCC0336,['L01XE04']
DCC0337,"['C02DB02', 'C02DB01']"
DCC0341,"['B05XA02', 'B05CB04']"
DCC0342,['M04AC01']
DCC0344,['J01DE01']
DCC0345,"['N01AX11', 'N07XX04']"
DCC0347,['N06BA03']
DCC0348,"['L04AA18', 'L01XE10']"
DCC0351,['J05AR10']
DCC0352,['J01CG02']
DCC0353,['J01CA13']
DCC0354,['R06AB05']
DCC0358,['D05AX02']
DCC0361,['L01XX38']
DCC0362,"['D09AA02', 'D06AX01', 'S01AA13', 'J01XC01']"
DCC0368,"['P01AA02', 'D08AH30', 'S02AA05', 'G01AC02', 'D09AA10']"
DCC0369,['L01CX01']
DCC0370,['L03AX13']
DCC0371,['A10BH04']
DCC0372,['P01BE02']
DCC0374,['P01BF01']
DCC0375,"['R01AA08', 'S01GA01', 'R01AB02']"
DCC0377,['R01AC04']
DCC0378,['L04AA27']
DCC0421,['A10BH02']
DCC0429,['L01XE13']
DCC0552,['G03CA57']
DCC0613,['L02BX03']
DCC0738,['R03AC18']
DCC0777,['L01XE11']
DCC0849,['B01AD10']
DCC0887,['A11CC05']
DCC0908,"['G03AC06', 'G03DA02', 'L02AB02']"
DCC1267,"['G03AC06', 'G03DA02', 'L02AB02', 'G03DA03', 'G03DA04']"
DCC0920,"['M01AB15', 'S01BC05']"
DCC1508,['L02BB03']
DCC1108,['R05CB13']
DCC1110,['L04AB01']
DCC1112,['L02AE02']
DCC1118,"['B03XA02', 'B03XA01']"
DCC1116,['L02AE03']
DCC1117,['B01AD07']
DCC1120,['L03AA10']
DCC1121,['L03AA09']
DCC1122,['L04AC03']
DCC1124,"['A10AB01', 'A10AE05', 'A10AB04', 'A10AE04', 'A10AD05', 'A10AC03', 'A10AC01', 'A10AB05', 'A10AB03']"
DCC1749,['A10AB01']
DCC1132,"['A10AB04', 'A10AC04', 'A10AD04']"
DCC1133,['A10AE04']
DCC1567,"['A10AD05', 'A10AB05']"
DCC1127,"['L03AB04', 'L03AB11']"
DCC1129,['V03AF08']
DCC1131,['R03DX05']
DCC1135,['H01CC02']
DCC1136,['H01AC01']
DCC1137,['B01AC13']
DCC1140,"['L04AA23', 'L03AB07']"
DCC1142,['B01AC16']
DCC1143,"['L04AA12', 'L04AB02']"
DCC1144,['G03GA06']
DCC1145,['H01BA01']
DCC1149,['L04AC02']
DCC1160,['G03GA08']
DCC1162,['L03AA02']
DCC1164,['H01CB02']
DCC1165,"['L03AB05', 'L03AB10']"
DCC1166,"['H01BB01', 'H01BB02']"
DCC1188,['A11HA02']
DCC1172,['B05XB01']
DCC1577,"['A11GA01', 'A12AA12', 'D11AX03', 'V03AF04', 'C05BX01', 'B02BC08', 'B01AC08', 'R01AX01', 'N02BA15', 'G04BA03', 'B05XA07', 'A12AA03', 'A11HA31', 'V08AC10', 'A12AA11', 'D03AX04', 'A12AA06', 'J04AA03', 'A12AA30', 'A06AC08', 'A12AA02', 'A12AA05', 'A12AA09', 'N07BB02', 'A07XA03', 'A12AA07', 'A12AA10', 'V03AE01', 'A02AC01', 'A12AA04', 'A02AC02', 'A12AA08', 'A12AA01', 'A12AA20', 'A01AD11', 'V03AF03']"
DCC1181,['C01EB06']
DCC1182,['A11CC01']
DCC1191,['C10AA03']
DCC1194,"['N06BA01', 'N06BA02']"
DCC1593,['N06BA02']
DCC1615,['A11HA01']
DCC1197,['N05BA06']
DCC1199,['A08AA01']
DCC1200,"['D01AC15', 'J02AC01']"
DCC1203,['B01AC05']
DCC1204,['G04BD09']
DCC1205,['C01CA17']
DCC1207,"['N06AB04', 'N06AB10']"
DCC1524,['N06AB10']
DCC1208,"['J01MA14', 'S01AE07']"
DCC1209,['J05AE04']
DCC1210,['N03AX16']
DCC1218,['N05AE04']
DCC1221,"['A01AB22', 'J01AA02']"
DCC1224,['L01AD01']
DCC1227,['B01AE03']
DCC1231,"['N06AX16', 'N06AX23']"
DCC1234,['L01DC01']
DCC1235,['L01AA02']
DCC1238,['N01BB09']
DCC1239,['J01CF05']
DCC1365,"['J01CF05', 'J01CF01', 'J01CF02', 'J01CF04']"
DCC1240,['J01DH03']
DCC1241,['G03AC09']
DCC1242,['L01XX25']
DCC1244,['N05CA01']
DCC1246,"['C05AA06', 'D07AB06', 'D07XB04', 'D10AA01', 'S01BA07', 'S01CB05']"
DCC1247,['N02AA03']
DCC1249,['D11AH02']
DCC1252,['N05BA09']
DCC1256,"['D06BA01', 'J01EC02']"
DCC1258,['R06AA09']
DCC1262,['A04AA05']
DCC1273,['N06BA04']
DCC1280,['J05AF10']
DCC1282,['N05AD08']
DCC1284,['N02AB02']
DCC1285,['C02CA01']
DCC1288,['S01LA01']
DCC1293,['N06AX21']
DCC1297,['J01DD01']
DCC1302,['P01AX11']
DCC1314,"['D05AD02', 'D05BA02']"
DCC1321,['L01CA01']
DCC1328,['C07AG01']
DCC1329,"['N01AF03', 'N05CA19']"
DCC1330,['P02CF01']
DCC1333,"['P01BA01', 'P01BA02']"
DCC1601,['P01BA02']
DCC1334,['G01AX06']
DCC1335,"['G03BA02', 'G03EK01']"
DCC1336,['M05BA04']
DCC1338,['C01EB10']
DCC1339,['P02CA01']
DCC1579,"['A06AD04', 'A12CC02', 'B05XA05', 'D11AX05', 'V04CC02', 'A12CC10', 'A02AA02', 'A06AD02', 'A12CC08', 'B05XA11', 'A06AD03', 'B05XA10', 'A06AD19', 'A02AA04', 'A12CC09', 'A02AA01', 'A12CC01', 'A12CC04', 'B05CB03', 'A12CC07', 'G04BX01', 'A12CC03', 'A02AA03', 'A12CC05', 'A02AA05', 'A06AD01', 'C10AX07', 'A12CC06', 'A12CC30']"
DCC1345,['N07BB03']
DCC1702,['A04AD12']
DCC1351,['A04AD12']
DCC1353,['N05CD08']
DCC1354,['H02AA02']
DCC1355,['C09AA13']
DCC1356,"['C04AB01', 'V03AB36']"
DCC1357,['L01DB02']
DCC1361,['G04CA02']
DCC1363,['M05BA06']
DCC1367,['N06AB05']
DCC1368,['J05AF08']
DCC1372,['C01DA02']
DCC1374,['A10BX03']
DCC1376,['N05AX08']
DCC1380,['N07XX02']
DCC1381,"['A06AD16', 'B05BC01', 'B05CX04', 'V08AC04']"
DCC1384,['V03AC01']
DCC1386,['M01AB08']
DCC1390,['B01AC04']
DCC1393,"['D07AC13', 'D07XC03', 'R01AD09', 'R03BA07']"
DCC1395,"['C01EA01', 'G04BE01']"
DCC1396,['B01AC17']
DCC1399,['A07EC01']
DCC1400,['D05AX05']
DCC1407,['G04BE08']
DCC1411,['G03XB01']
DCC1412,['C01CA07']
DCC1414,['N06DA02']
DCC1417,['L01AX04']
DCC1422,"['R03AC03', 'R03CC03']"
DCC1423,['C03XA02']
DCC1424,['G03GB02']
DCC1425,['M05BA07']
DCC1427,['A04AA02']
DCC1431,"['D01AE06', 'D08AX08', 'V03AB16', 'V03AZ01']"
DCC1432,['N01AH06']
DCC1433,['C03CC01']
DCC1434,['A04AA01']
DCC1436,['N03AX15']
DCC1437,['H05BX02']
DCC1444,['C10AC04']
DCC1445,['J05AE09']
DCC1446,"['R01AA05', 'R01AB07', 'S01GA04']"
DCC1450,['L02BA03']
DCC1453,"['J01GB07', 'S01AA23']"
DCC1455,"['C07AA03', 'C07AA14', 'C07AA17']"
DCC1459,"['R01AC03', 'R06AX19', 'S01GX07']"
DCC1465,['N06DA03']
DCC1466,['L02BG06']
DCC1468,['L04AX01']
DCC1471,['L01AB01']
DCC1473,['H05BX01']
DCC1474,['D07AD01']
DCC1478,"['D01AC08', 'G01AF11', 'J02AB02']"
DCC1479,['G04BD07']
DCC1481,['N06DX01']
DCC1482,['A06AX03']
DCC1486,"['C01CA02', 'D08AX05']"
DCC1833,['D08AX05']
DCC1488,['N03AE01']
DCC1489,['J05AE08']
DCC1491,"['N07AX01', 'S01EB01']"
DCC1493,['P01BA03']
DCC1494,['C10AA04']
DCC1495,['L04AA13']
DCC1498,['N06AB06']
DCC1500,['J01DC02']
DCC1501,"['A03AD01', 'G04BE02']"
DCC1502,['C08CA05']
DCC1503,['C02BA01']
DCC1505,['A10BB09']
DCC1507,['G04CB02']
DCC1509,['C07AG02']
DCC1515,['N06AA01']
DCC1520,['B01AC23']
DCC1521,['J02AC02']
DCC1522,['L01XB01']
DCC1523,['N06AG02']
DCC1525,['L01DB06']
DCC1534,['J04AB05']
DCC1537,['L01AD02']
DCC1539,['L02BG03']
DCC1541,['N05AH04']
DCC1545,['A03FA01']
DCC1546,['N05AX12']
DCC1548,['N06AA04']
DCC1552,['J05AE10']
DCC1555,['L01XC08']
DCC1556,['S01LA04']
DCC1560,['A10BX04']
DCC1561,['H01AC03']
DCC1564,['L04AA24']
DCC1569,['A10AB06']
DCC1574,"['N05AN01', 'D11AX04']"
DCC1705,"['A02AC01', 'A12AA04']"
DCC1584,['R03BB04']
DCC1587,['A07AA06']
DCC1589,['A11CC03']
DCC1594,['A05AA02']
DCC1595,['G04BD08']
DCC1599,['V03AC03']
DCC1614,['H01BA04']
DCC1628,['L01AD05']
DCC1637,['J05AX09']
DCC1639,['L01DC04']
DCC1641,['C07AB12']
DCC1644,['A10BF03']
DCC1649,['B01AX01']
DCC1657,['L01XE12']
DCC1658,['J05AE11']
DCC1659,['P01CB02']
DCC1661,['J01XA02']
DCC1662,"['R05CB01', 'S01XA08', 'V03AB23']"
DCC1664,['L04AC08']
DCC1666,['B01AC22']
DCC1676,['L04AC07']
DCC1677,['H05AA02']
DCC1678,['L01XE09']
DCC1679,['N05AL05']
DCC1680,['A10BH03']
DCC1681,['L01XC13']
DCC1684,['J01DI02']
DCC1686,['B01AF02']
DCC1687,['L01XE14']
DCC1688,['L01XE17']
DCC1689,['M05BX04']
DCC1690,['A10BX07']
DCC1692,['L04AB06']
DCC1693,['L04AA28']
DCC1699,['G03AA13']
DCC1703,['L02AE01']
DCC1707,['L01CD04']
DCC1710,['L03AX16']
DCC1719,['B01AC24']
DCC1722,['C09CA09']
DCC1727,['J05AG05']
DCC1728,['L01XC12']
DCC1736,['S01LA05']
DCC1737,['L01XX45']
DCC1740,['J04AK05']
DCC1742,['R01AD12']
DCC1743,['A10BX11']
DCC1745,['L04AX06']
DCC0385,['A02BA08']
DCC0388,['D11AX11']
DCC0390,['L01XX39']
DCC0395,"['C05AD07', 'D04AB07']"
DCC0403,['L01BC03']
DCC0413,['J01MA19']
DCC0414,"['R05CB05', 'V03AF01']"
DCC0417,['N01BB08']
DCC0443,['J01MB04']
DCC0450,['L01XX09']
DCC0452,"['V03AB17', 'V04CG05']"
DCC0454,['P01BE01']
DCC0463,['R06AX18']
DCC0464,['P01BE03']
DCC0467,"['C05AD02', 'D04AB06', 'N01BA03', 'S01HA03']"
DCC0468,['D10AE01']
DCC0470,['N06BX06']
DCC0494,['V03AX03']
DCC0520,['A16AA06']
DCC0551,['B01AE01']
DCC0612,['J01CE08']
DCC0628,['L01AA09']
DCC0635,['A16AX03']
DCC0640,['V10XX02']
DCC0665,['G03XC02']
DCC0705,['A06AD15']
DCC0717,['B02BX04']
DCC0741,['A10BX10']
DCC0764,['J05AE12']
DCC0770,['A04AD13']
DCC0779,['A10BX09']
DCC0784,['L03AB12']
DCC0787,['L01XC11']
DCC0793,['G01AD01']
DCC0802,['J05AX08']
DCC0834,['L02AE04']
DCC0850,"['A06AB02', 'A06AG02']"
DCC0875,['C01DX16']
DCC0881,['G03DB08']
DCC0885,['A10BH05']
DCC0893,['J01CG01']
DCC0903,['J05AX11']
DCC0990,['C01CA14']
DCC1021,['A04AA03']
DCC1084,['L01XC15']
DCC1106,['L01XC10']
DCC1810,['R06AX09']
DCC1811,"['C07AB05', 'S01ED02']"
DCC1812,['R06AA01']
DCC1813,"['D06AX02', 'D10AF03', 'G01AA05', 'J01BA01', 'S01AA01', 'S02AA01', 'S03AA08']"
DCC1814,['C03AA04']
DCC1816,['C02AA05']
DCC1819,['A07DA04']
DCC1825,['N01BB07']
DCC1826,"['B03AA02', 'B03AD02']"
DCC1827,['B01AD05']
DCC1828,['D07AC07']
DCC1829,['C02CC02']
DCC1830,['C03AA02']
DCC1836,['D11AX06']
DCC1838,['C03AA08']
DCC1842,['C02KC01']
DCC1844,['G04BX06']
DCC1845,['R01BA01']
DCC1846,['C03AA05']
DCC1849,"['D04AA02', 'R06AC01']"
DCC1850,['C03BA02']
DCC1852,['C02AA02']
DCC1854,"['D06BA06', 'J01ED07']"
DCC1855,['J01EB03']
DCC1856,['C03AA06']
DCC1857,['J01MA13']
DCC1860,"['B05BC02', 'D02AE01']"
DCC1861,"['D06BA02', 'J01EB07']"
DCC1723,['V03AC02']
DCC1726,['C10AA08']
DCC0001,['L01XC06']
DCC0002,['L03AB11']
DCC0003,['L03AB10']
DCC0004,['L01XX02']
DCC0005,['R02AB30']
DCC0006,['L03AC01']
DCC0007,['L04AB04']
DCC0008,['L01XC03']
DCC0009,['L01XC02']
DCC0010,['J01XX09']
DCC0011,"['L04AD01', 'S01XA18']"
DCC0012,['L01XC07']
DCC1183,['B03BB01']
DCC0013,"['B03BB01', 'B03BA01']"
DCC0014,['C09CA03']
DCC0015,['C09AA05']
DCC0016,['L01XX32']
DCC0018,['N02AX02']
DCC0019,['J05AH02']
DCC0020,"['D10AF02', 'J01FA01', 'S01AA17']"
DCC0021,"['N06BC01', 'N02BE01']"
DCC0049,['N02BE01']
DCC0022,['G04BE03']
DCC0023,['P01BD01']
DCC0024,"['J01FA10', 'S01AA26']"
DCC0025,['D10AD03']
DCC0026,['A02BC02']
DCC0027,['A10BB12']
DCC0028,['J05AE02']
DCC0029,['C10AA02']
DCC0030,['J05AG01']
DCC0032,"['N03AB02', 'N03AB04', 'N03AB05']"
DCC0033,"['A01AB18', 'D01AC01', 'G01AF02']"
DCC0034,['J04AB01']
DCC0035,"['J01EB05', 'S01AB02']"
DCC0036,"['C07AB02', 'C07AB52']"
DCC0037,['N03AX11']
DCC0038,['C09CA08']
DCC0039,"['R03DA04', 'R03DA05']"
DCC0322,['R03DA05']
DCC0040,"['C01BB01', 'C05AD01', 'D04AB01', 'N01BB02', 'R02AD02', 'S01HA07', 'S02DA01', 'A01AD11']"
DCC0041,"['R06AA04', 'D04AA14']"
DCC0042,['G03AC08']
DCC0043,"['G04BE07', 'N02AA01', 'N02AA04', 'N02AA09', 'N04BC07', 'R05DA01', 'R05DA05', 'S01XA06', 'D10AX30']"
DCC1590,['N02AA09']
DCC0044,"['N01BB01', 'N01BB10']"
DCC0045,['J05AF07']
DCC0046,['L01DC03']
DCC0047,['C03BA04']
DCC0048,['N03AG01']
DCC0050,['L01XE02']
DCC0346,['N02AA08']
DCC0051,"['N02AA08', 'R05DA04', 'R05DA12']"
DCC0052,['J01CA12']
DCC0053,['N06AA09']
DCC0054,['C02DD01']
DCC0055,"['M01AB01', 'C01EB03']"
DCC0056,['J04AK02']
DCC0057,"['A10BA02', 'A10BD11']"
DCC0058,"['R01AX03', 'R03BB01']"
DCC0059,['N05AH03']
DCC0060,"['C07AB03', 'C07AB11']"
DCC0061,"['A02BC01', 'A02BC05']"
DCC1377,"['A02BC01', 'A02BC05']"
DCC0062,['J04AK01']
DCC0063,"['R06AE07', 'R06AE09']"
DCC0064,['C08DB01']
DCC0065,['J01DF01']
DCC0066,['P01BC02']
DCC0067,['L01CA04']
DCC0068,['J02AX06']
DCC0069,['N05AH02']
DCC0070,"['G03AC03', 'G03AD01']"
DCC0071,['N05BC01']
DCC0072,"['C07AA06', 'S01ED01']"
DCC0073,['C08CA01']
DCC0074,['C03DB02']
DCC0075,"['C01CA06', 'R01AA04', 'R01AB01', 'R01BA03', 'S01FB01', 'S01GA05', 'C05AX03']"
DCC0076,['C08CA06']
DCC0077,"['A07EA07', 'D07AC15', 'R01AD01', 'R03BA01']"
DCC0078,['M03BA02']
DCC0079,['L01XE05']
DCC0080,['M05BA08']
DCC0081,['R06AB06']
DCC0082,['A10BG02']
DCC0083,"['J01CA01', 'J01CA02', 'J01CA06', 'J01CA14', 'J01CA15', 'S01AA19']"
DCC0084,"['J01CE02', 'J01CE10']"
DCC0085,['C03DA01']
DCC0086,['M03BA03']
DCC0087,['R06AX07']
DCC0088,['S01AD02']
DCC0089,['N05AB04']
DCC0090,['C03AA01']
DCC0091,['J01DD02']
DCC0092,['C10AA06']
DCC0093,['J01EA01']
DCC0094,['L01BC05']
DCC0095,"['A07EA04', 'C05AA05', 'D07AC01', 'D07XC01', 'H02AB01', 'R01AD06', 'R03BA04', 'S01BA06', 'S01CB04', 'S02BA07', 'S03BA03']"
DCC0096,['L01DB03']
DCC0097,['A02BC03']
DCC0098,"['R06AX13', 'R06AX27', 'C09AA03']"
DCC0248,['R06AX27']
DCC0181,['C09AA03']
DCC0099,['R03DC03']
DCC0100,['N06AB03']
DCC0101,['N05BA02']
DCC0102,"['D06AX12', 'J01GB06', 'S01AA21']"
DCC0103,['L04AX04']
DCC0104,['G03XC01']
DCC0105,"['L01XX33', 'M01AH01']"
DCC0106,['S01EA05']
DCC0107,['J01MA03']
DCC0108,['L01XX03']
DCC0109,['C09AA09']
DCC0110,['N04BX02']
DCC0111,['J05AF01']
DCC0112,['N02AA05']
DCC0113,['A02BA01']
DCC0114,['J05AE03']
DCC0115,"['A07AA09', 'J01XA01']"
DCC0116,['R05DA09']
DCC0117,['L01XA01']
DCC0118,['P02CA03']
DCC0119,['C09AA10']
DCC0120,['L01XA03']
DCC0121,['C08CA13']
DCC0122,['L01XE03']
DCC0123,"['L01AA01', 'L01DB07']"
DCC1535,['L01DB07']
DCC0124,"['J01MA02', 'S03AA07', 'S02AA15', 'S01AE03']"
DCC0125,['L02BA02']
DCC0126,['L01CA02']
DCC0127,['C09AA07']
DCC0128,['L01BC02']
DCC0129,['N03AX09']
DCC0130,['J01AA12']
DCC0131,"['L01BA01', 'L04AX03']"
DCC0132,['N03AF01']
DCC0133,['J01DB01']
DCC0134,['C07AA05']
DCC0135,"['A03BA01', 'A03BB02', 'N04AC01', 'N04AC30', 'S01FA01', 'S01FA05', 'A03BA03']"
DCC0136,"['C02AC01', 'N02CX02', 'S01EA04', 'S01EA03']"
DCC0137,['C09AA02']
DCC0138,"['M01AB05', 'M02AA15', 'S01BC03', 'D11AX18']"
DCC0139,"['D07AC17', 'R01AD08', 'R03BA05']"
DCC0140,"['C05AA10', 'D07AC04', 'S01BA15', 'S02BA08']"
DCC0141,['N03AD01']
DCC0142,['C03DB01']
DCC0143,"['D06AA03', 'G01AA07', 'J01AA06', 'S01AA04']"
DCC0144,['J01XX08']
DCC0145,['C07AB07']
DCC0146,['P01BA06']
DCC0147,['J04AB04']
DCC0148,['L01XE01']
DCC0149,"['A01AC01', 'D07AB09', 'D07XB02', 'H02AB08', 'R01AD11', 'R03BA06', 'S01BA05', 'C05AA12']"
DCC0150,['J05AG03']
DCC0151,"['D06AX05', 'R02AB04', 'J01XX10']"
DCC0152,"['C04AC01', 'C10AD02']"
DCC0153,['L01BB06']
DCC0154,['N05CM18']
DCC0155,['S01AB04']
DCC0156,"['A07EA03', 'H02AB07', 'H02AB15']"
DCC0157,['C10AA01']
DCC0158,['L01BA04']
DCC0159,"['A07AA02', 'D01AA01', 'G01AA01']"
DCC0160,"['N02AC04', 'N02AC54', 'N02AC74']"
DCC0161,['J05AF04']
DCC0162,['V03AF03']
DCC0163,['N02AD01']
DCC0164,['S01EE01']
DCC0165,['C08DA01']
DCC0166,"['A01AD01', 'B02BC09', 'C01CA03', 'C01CA24', 'R01AA14', 'R03AA01', 'S01EA01']"
DCC1259,['C01CA03']
DCC0167,['N02CC01']
DCC0168,['L02BA01']
DCC0169,['C09CA01']
DCC0170,"['A01AB04', 'A07AA07', 'G01AA03', 'J02AA01']"
DCC0171,['B01AA03']
DCC0172,"['J01GB01', 'S01AA12']"
DCC0173,['L04AA06']
DCC1477,['L04AA06']
DCC0174,['C03CA01']
DCC1820,['N02CA01']
DCC0175,"['N02CA01', 'N02CA02']"
DCC0176,['J01XE01']
DCC0177,['N07BB04']
DCC0178,['J05AG02']
DCC0179,['J05AF05']
DCC0180,['G03AC01']
DCC0182,['A02BX03']
DCC0183,['V03AB04']
DCC0184,"['A01AC03', 'A07EA02', 'C05AA01', 'D07AA02', 'D07AB02', 'D07AB11', 'D07AC16', 'D07XA01', 'H02AB09', 'S01BA02', 'S01CB03', 'S02BA01']"
DCC0185,['N01BB04']
DCC0186,"['D10AD01', 'D10AD51', 'L01XX14', 'D10BA01', 'D10AD04', 'L01XX22']"
DCC1461,"['D10BA01', 'D10AD04']"
